name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
SARPI | Georgian-Turkish border - Google Maps,kemal okan özkan,5 stars,"+995 591 055 153 is the taxi driver's number. If you are going to get a phone call from Zummer at busy times, call him and he will come and pick you up when you cross the border. Tell him that he knows Turkish and tell him to speed up the …. More",Local Guide · 93 reviews · 608 photos,Local Guide · 93 reviews · 608 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURSMnBhTXhnRRAB",2024-10-09T07:04:23Z
SARPI | Georgian-Turkish border - Google Maps,Ivan Petrov,5 stars,"June 2018 We went back and forth very quickly, there were no delays.",Local Guide · 16 reviews · 124 photos,Local Guide · 16 reviews · 124 photos,6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN3Z2JQdWxRRRAB",2024-10-09T07:04:24Z
SARPI | Georgian-Turkish border - Google Maps,Timur Lomidze (GlixXx),5 stars,"I’ve lost count of how many times I cross the border, Georgian border guards work quickly, no queues, on the Turkish side it’s a little slower, maybe because of the flow or due to the recent terrorist attacks. Overall everything is good.",Local Guide · 10 reviews · 30 photos,Local Guide · 10 reviews · 30 photos,8 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNnbGUtMElREAE",2024-10-09T07:04:24Z
SARPI | Georgian-Turkish border - Google Maps,Selçuk Yurdakul,5 stars,It looks like a better door and a little cooler than before.,Local Guide · 190 reviews · 729 photos,Local Guide · 190 reviews · 729 photos,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNiNW9HX1ZnEAE",2024-10-09T07:04:24Z
SARPI | Georgian-Turkish border - Google Maps,Tamer Dayer,5 stars,"Unless there is an extraordinary situation on the Georgian side (such as a power outage or a tour bus), you do not have to wait in line. The same cannot be said for the Turkish side, there is always a queue.",Local Guide · 188 reviews · 7 photos,Local Guide · 188 reviews · 7 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURSNVl1aFZREAE",2024-10-09T07:04:24Z
SARPI | Georgian-Turkish border - Google Maps,olkjolkj,1 star,"Turkish and Georgian officers are polite. The transition is made smoothly. But as soon as you cross the border, mafia guys will try to defraud you for car insurance and threaten you if you don't get it. Don't be afraid, continue. Insurance …. More",Local Guide · 26 reviews · 11 photos,Local Guide · 26 reviews · 11 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNVbDhDcnR3RRAB",2024-10-09T07:04:24Z
SARPI | Georgian-Turkish border - Google Maps,ismail yılmaz san,5 stars,"Last night I went through the steep border gate to the Turkish side, the grandfather who processes Georgian passports is a complete senile old man, he can't do this job, he doesn't know Turkish, he can't hear, he thinks he's the head of state. They need to be beaten, old people, these things should be stopped.","Local Guide · 45 reviews · 1,041 photos","Local Guide · 45 reviews · 1,041 photos",a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNobC1YOFB3EAE",2024-10-09T07:04:25Z
SARPI | Georgian-Turkish border - Google Maps,Sedat Çelik,3 stars,"The Georgian side is more organized and completes the transactions faster. Air conditioners on the Georgian side work in this heat, but the TR part is like a bath.",Local Guide · 87 reviews · 41 photos,Local Guide · 87 reviews · 41 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURKcDdTVEhREAE",2024-10-09T07:04:25Z
SARPI | Georgian-Turkish border - Google Maps,Хасан Джумаев,4 stars,"Convenient border checkpoint, I know that repairs are underway, you can expect that it will be better in the future! Still comfortable and cozy!",Local Guide · 189 reviews · 502 photos,Local Guide · 189 reviews · 502 photos,6 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURBMGJleUZ3EAE",2024-10-09T07:04:25Z
SARPI | Georgian-Turkish border - Google Maps,Роман Нурмиев,1 star,"During the train I visited Tbilisi, Kakheti, Kvareli, Kazbegi and Batumi, and met honest and sincere people everywhere. But at the Georgian border checkpoint in Sarpi, the employees absolutely ruined the impression, they did not let my wife …. More",,,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNHb3FxcVFnEAE",2024-10-09T07:04:25Z
SARPI | Georgian-Turkish border - Google Maps,Seda Yb,1 star,I've never seen such nonsense. In one word Disgrace,Local Guide · 90 reviews · 149 photos,Local Guide · 90 reviews · 149 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNMeG9Yd0xnEAE",2024-10-09T07:04:26Z
SARPI | Georgian-Turkish border - Google Maps,Ole Weeber,1 star,"Really bad experiences! Absolute chaos, pushing and screaming. Bathing in sweat and various body odors for hours. I'm really not a claustrophobic person but it was really too much here. Please don't go at lunchtime!",,6 reviews,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNlNDdTanl3RRAB",2024-10-09T07:04:26Z
SARPI | Georgian-Turkish border - Google Maps,Андрей Лазарев,4 stars,"Unlike the Turkish side, the transition is organized and carried out under control. The border guards do everything quickly and don’t allow a mess. But the Turkish side, apparently due to construction, allows for huge queues of both cars …. More",Local Guide · 16 reviews · 34 photos,Local Guide · 16 reviews · 34 photos,7 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNnOTVPVFZnEAE",2024-10-09T07:04:26Z
SARPI | Georgian-Turkish border - Google Maps,Murat Coruk,5 stars,It is a place where you can see that even the Georgian lari is more expensive than the Turkish lira.,Local Guide · 43 reviews · 162 photos,Local Guide · 43 reviews · 162 photos,4 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNDZ19LcFVBEAE",2024-10-09T07:04:26Z
SARPI | Georgian-Turkish border - Google Maps,Meral K.,4 stars,"If you are going to cross the border gate by car, it will be crowded. If you have a child with you, you must be with your spouse or get consent from him/her.",Local Guide · 103 reviews · 405 photos,Local Guide · 103 reviews · 405 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNobGZ5enBBRRAB",2024-10-09T07:04:26Z
SARPI | Georgian-Turkish border - Google Maps,GIUSEPPE AMARI,2 stars,"Entering from Turkey begins an ordeal, if you are alone with the vehicle, it is quite simple, the passengers have to leave the vehicle and go through another place, through a long sheet metal tunnel, as it seems all under construction, the …. More",Local Guide · 803 reviews · 828 photos,Local Guide · 803 reviews · 828 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURvNThlMmlRRRAB",2024-10-09T07:04:27Z
SARPI | Georgian-Turkish border - Google Maps,андрей вержевикин,2 stars,"Crossed the border with Turkey twice in September 2015. On the Turkish side we had to stand in line for 2 hours. It’s not even clear why? Everything is organized, the police are there, controlling the traffic and still?! unclear.",,,9 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNRdUxTLWRnEAE",2024-10-09T07:04:27Z
SARPI | Georgian-Turkish border - Google Maps,MAYUHIKO Channel,3 stars,"It takes 10 lari to get to Batumi city by marche.
The train is usually full and young male passengers may be forced to stand.
3 to 40 minutes to the city center …. More",Local Guide · 260 reviews,Local Guide · 260 reviews,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNJOHVYdmh3RRAB",2024-10-09T07:04:28Z
SARPI | Georgian-Turkish border - Google Maps,barış akyıldız,5 stars,"It is a very nice and modern border gate, there are plenty of Exchange Offices on the Georgian side. Of course, I evaluated it for vehicle-free crossing.",Local Guide · 53 reviews · 34 photos,Local Guide · 53 reviews · 34 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUR4Z3N6dnlnRRAB",2024-10-09T07:04:28Z
SARPI | Georgian-Turkish border - Google Maps,Burak Yüce,5 stars,"We were able to pass through it in 2 hours during the post-holiday period. But my advice is don't pass. There is no shit in Batumi. In fact, most of them are scammers. We were defrauded 5 times in 24 hours. The city seems to be …. More",Local Guide · 158 reviews · 402 photos,Local Guide · 158 reviews · 402 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURZeGNldk1BEAE",2024-10-09T07:04:28Z
SARPI | Georgian-Turkish border - Google Maps,aziz sabri çınar,1 star,"BE CAREFUL, DO NOT BUY A SIM CARD. THE SIM CARD WHICH IS 10 GEL IN BATUMI, THEY ASK FOR A PRICE FROM 45 TO 85 GAR.
DO NOT EVEN EXCHANG MONEY, NEVER DO ANYTHING UNLESS YOU HAVE TO.
THERE IS FULL OF FRAUDSTERS, CHEATERS AND LIARS.","Local Guide · 322 reviews · 1,374 photos","Local Guide · 322 reviews · 1,374 photos",a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURadXN5X1lnEAE",2024-10-09T07:04:28Z
SARPI | Georgian-Turkish border - Google Maps,M,3 stars,"I crossed the border several times: both in my own car and by bus. Unfortunately, I always stood in line, especially on the Turkish side. The staff on both sides is polite and the large number of Georgians crossing the border is due to …. More",Local Guide · 223 reviews · 117 photos,Local Guide · 223 reviews · 117 photos,4 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUQwb2JyM2NBEAE",2024-10-09T07:04:28Z
SARPI | Georgian-Turkish border - Google Maps,Хамид Масадыков,1 star,"They didn’t let me into the Georgian side without explaining the reason, it’s a nightmare, they stupidly didn’t let me into Georgia, despite the fact that there are visas to Europe and in general there are a lot of stamps in the passport! Before me, citizens of Belarus with three children were also not allowed into Georgia",,5 reviews,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUN1cXJYcVZ3EAE",2024-10-09T07:04:28Z
SARPI | Georgian-Turkish border - Google Maps,Башкирский Городовой,4 stars,"Fast border checkpoint, polite staff. The downside is that customs officers open the doors on their own and look into the car without you; this is alarming, to say the least. Also, Duty free is only for passengers, I didn’t find it for drivers, the border with Turkey begins immediately (maybe I didn’t look for it well).;",Local Guide · 229 reviews · 561 photos,Local Guide · 229 reviews · 561 photos,5 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNVcDRqRERnEAE",2024-10-09T07:04:29Z
SARPI | Georgian-Turkish border - Google Maps,SAUD ALARIFI,5 stars,"The procedures are fast. It is recommended to obtain the Turkish visa online, or if you do not have a job or an employer, obtain it manually …. More",Local Guide · 132 reviews · 73 photos,Local Guide · 132 reviews · 73 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURwNXR2NXJnRRAB",2024-10-09T07:04:29Z
SARPI | Georgian-Turkish border - Google Maps,When Travel Bites,4 stars,"1 motorcycle, 2 people from Turkey to Georgia. Clean, clear, tidy. Little waiting time, Turkish and Georgian officials very friendly. Baggage was not checked. Information about the compulsory insurance, which must be taken out by the …. More",Local Guide · 192 reviews · 404 photos,Local Guide · 192 reviews · 404 photos,4 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUQweE5uVGhRRRAB",2024-10-09T07:04:29Z
SARPI | Georgian-Turkish border - Google Maps,Adnan Uzun,4 stars,"Opening of the new building on the Turkish side of the border. Since March 1, 2019. At the heavily visited border, border formalities will be achieved through modernization of technology and faster clearance will be achieved.","Local Guide · 852 reviews · 10,691 photos","Local Guide · 852 reviews · 10,691 photos",4 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUQwbmZUbG93RRAB",2024-10-09T07:04:29Z
SARPI | Georgian-Turkish border - Google Maps,E Alharbi,1 star,"Their morals are poor, there are no services, and cars do not enter. You walk in and drag your furniture behind you, and there are no escalators. It is all normal, and you walk by walking, and a scammer takes you in a taxi because you have to.",Local Guide · 19 reviews · 17 photos,Local Guide · 19 reviews · 17 photos,9 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUMxMVpuNThnRRAB",2024-10-09T07:04:29Z
SARPI | Georgian-Turkish border - Google Maps,Ivan Stoev,1 star,"On the Georgian side, it is a complete madhouse. There is no order, there are no rules. You have to wait for hours by car.",Local Guide · 581 reviews · 481 photos,Local Guide · 581 reviews · 481 photos,11 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURGamNMakpREAE",2024-10-09T07:04:30Z
SARPI | Georgian-Turkish border - Google Maps,Артём Передерий,4 stars,You can walk in 1 hour,Local Guide · 79 reviews · 118 photos,Local Guide · 79 reviews · 118 photos,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNicExMSWd3RRAB",2024-10-09T07:04:30Z
